Date,Rate,diff
2023-01-01,0.0691195,-0.028793556718051616
2023-02-01,0.0726496,0.05107241805857954
2023-03-01,0.0715833,-0.014677300356780942
2023-04-01,0.0669061,-0.0653392620904597
2023-05-01,0.0653804,-0.02280360086748434
2023-06-01,0.0588184,-0.10036647068540427
2023-07-01,0.0596723,0.014517565931749132
2023-08-01,0.0614613,0.02998040967081894
2023-09-01,0.0601955,-0.02059507364797042
2023-10-01,0.0668226,0.11009294714721185
2023-11-01,0.0671025,0.004188702624561058
2023-12-01,0.0601059,-0.10426735218508998
2024-01-01,0.0573538,-0.045787518363421764
2024-02-01,0.0515946,-0.10041531685781946
2024-03-01,0.0525819,0.019135723505948388
2024-04-01,0.0573933,0.0915029696530556
2024-05-01,0.0568478,-0.009504593741778256
2024-06-01,0.0571281,0.004930709719637383
2024-07-01,0.0572842,0.0027324556566732383
2024-08-01,0.0548136,-0.04312882086159886
2024-09-01,0.0512819,-0.06443109009442916
2024-10-01,0.0470437,-0.08264514380317423
2024-11-01,0.0503233,0.06971390430599644
2024-12-01,0.0481881,-0.04242964988385112
2025-01-01,0.0482857,0.0020253963115375306
2025-02-01,0.0457784,-0.05192634672377128
2025-03-01,0.0442816,-0.03269664295825103
2025-04-01,0.0459,0.036547911547911704
2025-05-01,0.0434223,-0.0539803921568629
2025-06-01,0.0431419,-0.006457511463003995
2025-07-01,0.0416948,-0.03354279714152597
2025-08-01,0.04214253414225882,0.010624281414767876
2025-09-01,0.04073223291013433,-0.034623715209425726
2025-10-01,0.042477851600526056,0.041094797044069646
2025-11-01,0.044422004085712063,0.0437655284852699
2025-12-01,0.04051926115071928,-0.09631821568699818
2026-01-01,0.040519297614959864,8.999228202781218e-07
2026-02-01,0.044546787684148104,0.09041033660484155
2026-03-01,0.042743810547118344,-0.0421810108633684
2026-04-01,0.03999660796481892,-0.0686858891812992
2026-05-01,0.042244358882200024,0.0532083093898771
2026-06-01,0.04001006001459633,-0.05584342704781207
2026-07-01,0.040004924876366074,-0.0001283626515017074
2026-08-01,0.041576724562545145,0.03780479830282359
2026-09-01,0.03678988312542707,-0.13011298298497953
2026-10-01,0.037208240221142615,0.011243667887250073
2026-11-01,0.03979046791471223,0.06489563528391828
2026-12-01,0.03878980060472765,-0.025797175916976056
2027-01-01,0.0417372712865517,0.07061963063152533
2027-02-01,0.03902257937613607,-0.06956720836541566
2027-03-01,0.03790256314103942,-0.02954988112357855
2027-04-01,0.044294559417550824,0.14430657761500845
2027-05-01,0.04053786681842334,-0.09267119594512481
2027-06-01,0.04118930263063182,0.01581565529405243
2027-07-01,0.03787492366407571,-0.08750853192345295
2027-08-01,0.03983023488315865,0.04909112951050413
2027-09-01,0.04128568252235985,0.03525308412699594
2027-10-01,0.03848293872275203,-0.07283081522957509
2027-11-01,0.041873754622730824,0.08097711634719555
2027-12-01,0.03970528913612361,-0.054614020796397086
2028-01-01,0.04039146270130177,0.016988084097188313
2028-02-01,0.03970291725698264,-0.017342439596123957
2028-03-01,0.045153271925962676,0.12070785651850263
2028-04-01,0.04100934335453349,-0.10104840098521316
2028-05-01,0.03869012155423471,-0.05994351289508778
2028-06-01,0.04286621148593046,0.09742148388985634
2028-07-01,0.038327800162174755,-0.11841043066788387
2028-08-01,0.04150321166769241,0.07651001881354431
2028-09-01,0.03668685017463332,-0.13128304747157898
2028-10-01,0.03808939031303831,0.03682233101864297
2028-11-01,0.0414765541618103,0.08166454319126475
2028-12-01,0.04267947164525468,0.02818491975352572
2029-01-01,0.041419933743971404,-0.03040897914199582
2029-02-01,0.040782463589530214,-0.015630986907932732
2029-03-01,0.04037056300295306,-0.010202993367890972
2029-04-01,0.03775549085221438,-0.06926335989048084
2029-05-01,0.039440531035316764,0.042723567327060785
2029-06-01,0.04001623206167445,0.014386687518964648
2029-07-01,0.04338721290408381,0.0776952612711398
2029-08-01,0.04180250483350927,-0.03790940463702117
2029-09-01,0.03712356969644645,-0.12603677866438312
2029-10-01,0.04175911867508425,0.11100686809761669
2029-11-01,0.04018404470320047,-0.039196501584578686
2029-12-01,0.039535862211602116,-0.016394798427037772
2030-01-01,0.04239786759607964,0.06750352191632782
2030-02-01,0.043329193799649224,0.021494196450456936
2030-03-01,0.04310771479272093,-0.005137804404461108
2030-04-01,0.03917540025508993,-0.1003771374900015
2030-05-01,0.04035255344422083,0.02917171501322908
2030-06-01,0.041775064419463874,0.03405167640101264
2030-07-01,0.043206028357409464,0.033119543553236395
2030-08-01,0.039975064378559466,-0.0808244846900839
2030-09-01,0.04062696828453461,0.016046087943591483
2030-10-01,0.03858212647157735,-0.05299971774400914
2030-11-01,0.03838251954318712,-0.005200464450116092
2030-12-01,0.0428439588654387,0.10413228470001476
2031-01-01,0.04405156017827664,0.027413360797001896
2031-02-01,0.04087938491268642,-0.07759840986760486
2031-03-01,0.04326818981712655,0.055209263769444565
2031-04-01,0.041842522623686255,-0.03407220941868486
2031-05-01,0.03960649570475577,-0.05645606558072721
2031-06-01,0.04184198864655655,0.05342702424314023
2031-07-01,0.04445533432163653,0.058785873842997036
2031-08-01,0.04095975056250517,-0.08534192008315693
2031-09-01,0.04451442925728927,0.07985452703972422
2031-10-01,0.035220809001498904,-0.2638673136495772
2031-11-01,0.042864784684116454,0.178327635119325
2031-12-01,0.04123265445955337,-0.0395834380773157
