Date,Rate,diff
2023-01-01,0.0526506,0.14484954043458131
2023-02-01,0.0519237,-0.013806110471675459
2023-03-01,0.0505191,-0.027051230940784432
2023-04-01,0.0472337,-0.06503282916758202
2023-05-01,0.0471888,-0.0009505924795220055
2023-06-01,0.0471751,-0.0002903231275218632
2023-07-01,0.0492369,0.04370525976627504
2023-08-01,0.0533921,0.08439199055992552
2023-09-01,0.0524854,-0.01698191305455299
2023-10-01,0.0553935,0.05540778959482062
2023-11-01,0.0587213,0.06007564064375792
2023-12-01,0.0546744,-0.0689170709776521
2024-01-01,0.0531541,-0.02780643226080204
2024-02-01,0.0524247,-0.01372236572531571
2024-03-01,0.0543311,0.036364538089869836
2024-04-01,0.0537515,-0.010667923160031734
2024-05-01,0.0554171,0.030987042222077488
2024-06-01,0.0547578,-0.01189704982758022
2024-07-01,0.0537999,-0.01749339820080431
2024-08-01,0.052534,-0.023529783512608815
2024-09-01,0.0502076,-0.04428370198347731
2024-10-01,0.0479168,-0.04562655852898756
2024-11-01,0.0519754,0.084700981701616
2024-12-01,0.0502018,-0.03412383550679743
2025-01-01,0.0491028,-0.021891645319490505
2025-02-01,0.0490949,-0.00016088695553018173
2025-03-01,0.0463208,-0.05650485080935075
2025-04-01,0.0450988,-0.026381236938913033
2025-05-01,0.0461302,0.02286978810966156
2025-06-01,0.0415463,-0.09936874325279321
2025-07-01,0.0458575,0.1037685666352961
2025-08-01,0.0471590318610871,0.027598782454248127
2025-09-01,0.04313905894373072,-0.09318638412117225
2025-10-01,0.049863520423468505,0.13485733503430866
2025-11-01,0.044465680028061984,-0.12139340705011104
2025-12-01,0.04652262925245095,0.044213950446074624
2026-01-01,0.047958897010654894,0.029947889708240173
2026-02-01,0.04364741823188417,-0.09877969771007471
2026-03-01,0.04434469120874779,0.015723933527494422
2026-04-01,0.04455713724324052,0.004767946228972822
2026-05-01,0.04441785089810179,-0.003135819098007844
2026-06-01,0.04441459122059072,-7.339204125232158e-05
2026-07-01,0.04458392016875784,0.0037979824906867374
2026-08-01,0.04797397826228085,0.07066451889791295
2026-09-01,0.052858857346430144,0.09241363376689028
2026-10-01,0.04776308200986405,-0.10668857875448048
2026-11-01,0.04339463332560549,-0.1006679478423179
2026-12-01,0.04476671857082023,0.030649672100583444
2027-01-01,0.04309225598286996,-0.03885762185706636
2027-02-01,0.04422613820722047,0.02563828247987037
2027-03-01,0.047372085307967916,0.06640930160231524
2027-04-01,0.04382007427904524,-0.08105899150931493
2027-05-01,0.04214958740257682,-0.03963234231721784
2027-06-01,0.04315177565637455,0.023224728033866663
2027-07-01,0.04800374285327766,0.1010747685182182
2027-08-01,0.04682155924074523,-0.025248702343591896
2027-09-01,0.04965462293121687,0.05705538625066371
2027-10-01,0.03937185539197396,-0.2611705096666356
2027-11-01,0.04237289922485419,0.07082460458877318
2027-12-01,0.0453686605051191,0.06603151265457542
2028-01-01,0.043945507045378036,-0.03238450425140199
2028-02-01,0.043896759455062835,-0.0011105054432344653
2028-03-01,0.047170421771032554,0.0694007429456584
2028-04-01,0.0445938254210018,-0.057779217766262485
2028-05-01,0.049345974066949926,0.09630266168220065
2028-06-01,0.04416289298053868,-0.11736280702206897
2028-07-01,0.049101149979282166,0.1005731434157274
2028-08-01,0.045930387105692305,-0.0690340986304663
2028-09-01,0.044929062058743356,-0.022286800593338617
2028-10-01,0.04551456906293419,0.012864166710690773
2028-11-01,0.043561638004370073,-0.04483144225128082
2028-12-01,0.04112221670385006,-0.059321250069956116
2029-01-01,0.04617342228733983,0.10939638721288264
2029-02-01,0.04543690152747483,-0.016209748796793322
2029-03-01,0.046766882458532236,0.028438520190792876
2029-04-01,0.048773142867785085,0.04113453206596607
2029-05-01,0.04391444897622416,-0.1106399830769022
2029-06-01,0.04738339466095563,0.07321015536250547
2029-07-01,0.044684739802024004,-0.060393209648037224
2029-08-01,0.04616668771450457,0.0320999401482938
2029-09-01,0.04594046248283624,-0.0049243133273386966
2029-10-01,0.043263060328232204,-0.061886564063912027
2029-11-01,0.047468536749288505,0.0885950296565511
2029-12-01,0.043959943916389396,-0.07981340557604795
2030-01-01,0.04502617157245514,0.023680175747342762
2030-02-01,0.046485868082289585,0.03140086589865285
2030-03-01,0.04510659993612939,-0.03057796748398736
2030-04-01,0.04656696265893825,0.031360489055400016
2030-05-01,0.04916580055203082,0.052858651011739206
2030-06-01,0.0465435746503812,-0.05633916005263565
2030-07-01,0.04648301165122078,-0.0013029060942703285
2030-08-01,0.04665019026639111,0.0035836641654765407
2030-09-01,0.04635469083755149,-0.006374747053651795
2030-10-01,0.04294085636274663,-0.0795008475370448
2030-11-01,0.044039696150260654,0.024951121001490377
2030-12-01,0.04832498716972037,0.08867650609837734
2031-01-01,0.04374930126088974,-0.10458877689370381
2031-02-01,0.04369405605693539,-0.0012643642852099098
2031-03-01,0.04811371381015156,0.09185858673590194
2031-04-01,0.045950088062147336,-0.047086433111464925
2031-05-01,0.04240271324228561,-0.08365914698883344
2031-06-01,0.04324160463975947,0.019400098688810524
2031-07-01,0.04560744009855759,0.05187389280533078
2031-08-01,0.043800443681377504,-0.04125520805964717
2031-09-01,0.04360292606664852,-0.004529916511269725
2031-10-01,0.04635037183892188,0.05927559290832356
2031-11-01,0.04649492897463719,0.0031090946669510115
2031-12-01,0.04606312619696634,-0.009374152675275528
